This data is downloaded from the A.P.E.S. Dashboard. Please see http://apesportal.eva.mpg.de/status/tools/dashboard/APES_Dashboard_Methodology.pdf for full terms and conditions of use.
IAS ID, Name, Category, Area (km2) , Taxon, Taxon-Site Overlap (%), Pressure score , Main Pressure, Habitat score, Response score , Biodiversity score , Uncertainity  score, Habitat Suitability (2000) Score, Mean Forest Cover (2005) (%), Mean Deforestation (2000 - 2005) (%), Mean Human Influence Index, Mean Population Count (2000), Mean Population Change (1990 - 2000) (%), Protection Extent (%), Maximum Species Richness (MSR), Proportion MSR Threatened (%), Mean Carbon Stock (tonnes/ha), Site Additional Information
381, The Leuser Ecosystem, Protected Areas, 26272.5, hlv, 98.94444444, 0.611426348, Population, 0.95268625, 0.8361355, 0.623619604, 0.423158853, , 76.2149, 1.41711, 8.062311789, 8.587557907, 14.4287, 100, 445, 47.41573034, 29347.4, Conservation Area (WDPA ID: 317139)
686, Bukit Kaba, Protected Areas, 162.345, ha, 100, 0.780438487, HII, 0.7895475, 0.75, 0.340763512, 0.639278181, , 63.1638, 1.2406, 19.52485038, 76.96505687, 33.4181, 100, 130, 33.84615385, 28503.8, Nature Recreation Park (WDPA ID: 17982)
641, Gunung Liman Wilis, Protected Areas, 233.83, hm, 100, 0.552424948, Population, 0.98161, 0.75, 0.576812544, 0.611291809, , 78.5288, 1.2406, 13.14718393, 138.6496977, 21.7261, 100, 374, 51.60427807, 27739.9, Game Reserve (WDPA ID: 8637)
432, Kuala Jambu Aye, Protected Areas, 138.632, hlv, 38.65030675, 0.880679102, HII, 0.14825875, 0.75, 0.535768701, 0.755759164, , 11.8607, 0.67, 27.54696877, 80.85024807, 15.0056, 100, 388, 48.45360825, 19696.4, Nature Reserve (WDPA ID: 8903)
664, Gunung Patah/Bepagut/Muara Duakisim, Protected Areas, 587.032, ss, 100, 0.646635544, HII, 0.98954875, 0.75, 0.367417028, 0.552255427, , 79.1639, 0.780812, 10.65225553, 21.46104718, 26.8779, 100, 139, 34.5323741, 31983.6, Protection Forest (WDPA ID: 8982)
901, Maninjau (North and South), Protected Areas, 227.989, ss, 100, 0.755726982, HII, 0.6043575, 0.75, 0.592216337, 0.612391263, , 48.3486, 1.2406, 16.63274797, 17.17816328, 3.59895, 100, 445, 46.96629213, 23467.9, Protection Forest (WDPA ID: 8934)
894, Bukit Batikap III and III, Protected Areas, 8507.04, ppy, 0.627149504, 0.572436697, HII, 0.979096546, 0.7502275, 0.34757086, 0.757913767, , 78.4926, 0.67, 5.77591579, 1.421207441, 30.8058, 100, 118, 34.74576271, 31000.2, Nature Reserve (WDPA ID: 8680)
666, Way Waya, Protected Areas, 328.518, ss, 100, 0.655130742, HII, 0.86038375, 0.75, 0.347207553, 0.587974076, , 68.8307, 1.2824, 11.0342769, 4.371628879, 7.47897, 100, 130, 35.38461538, 28762.5, Protection Forest (WDPA ID: 9000)
904, Danau Belat/Besar Serkap, Protected Areas, 78.4379, ha, 100, 0.450020529, Population, 0.955385, 0.75, 0.768444444, 0.712980982, , 76.4308, 1.50287, 2.09109249, 0.438351399, 52.8819, 100, 375, 51.2, 65535, Game Reserve (WDPA ID: 8961)
895, Kelompok Hutan Kahayan, Protected Areas, 1398.5, hal, 1.348865727, 0.597328838, HII, 0.65684593, 0.75, 0.640694163, 0.94492186, , 55.39, 6.08198, 6.483262848, 0.318256739, 33.99, 100, 373, 50.67024129, 41057.1, Game Reserve (WDPA ID: 8683)
436, Seberida, Protected Areas, 2187.5, ha, 100, 0.580401614, HII, 0.85169125, 0.75, 0.338873472, 0.493700099, , 68.1353, 7.63625, 8.460737661, 8.378081443, 51.2729, 100, 126, 34.12698413, 28530.7, Nature Reserve (WDPA ID: 8949)
648, Teluk Kelumpang/Selat Laut/Selat Sebuku, Protected Areas, 859.018, hmm, 53.51405622, 0.7410683, HII, 0.800815497, 1, 0.594242121, 0.566740023, , 65.7741, 0.65908, 17.13677227, 22.63850465, 14.6551, 100, 368, 51.63043478, 32023.3, Nature Reserve (WDPA ID: 8685)
414, Kerinci Seblat NP, Protected Areas, 13749.1, ss, 100, 0.510293985, HII, 0.97091125, 1, 0.634423822, 0.437878808, , 77.6729, 0.83126, 5.94320519, 6.545847084, 13.9192, 100, 449, 47.21603563, 31019.9, National Park (WDPA ID: 4994)
398, Gunung Tilu, Protected Areas, 93.1063, hm, 100, 0.597584301, Population, 0.68421375, 1, 0.582402433, 0.691781409, , 54.7371, 1.2406, 19.97345603, 327.8062015, 21.7416, 100, 374, 51.60427807, 28838.9, Nature Reserve (WDPA ID: 1906)
708, Kutai (Ext), Protected Areas, 1529.28, hmf, 100, 0.675044793, HII, 0.580994657, 0.75, 0.530891504, 0.507721903, , 47.2849, 1.36613, 13.2564042, 4.330660206, 31.0766, 100, 372, 52.41935484, 18468.7, Other Area (WDPA ID: 98109)
472, Barumun, Protected Areas, 486.506, ss, 100, 0.732594091, HII, 0.974545, 0.75, 0.62554356, 0.56356915, , 77.9636, 1.54386, 15.14990604, 23.31644038, 13.3809, 100, 440, 47.5, 30398.6, Wildlife Reserve (WDPA ID: 34163)
416, Kawah Kamojang, Protected Areas, 42.7447, hm, 100, 0.602443314, Population, 0.90730125, 0.75, 0.359265928, 0.785627469, , 72.5841, 1.2406, 17.00901667, 358.6499465, 21.7529, 100, 54, 46.2962963, 35050.4, Nature Recreation Park (WDPA ID: 8549)
657, Lembah Harau, Protected Areas, 217.414, ha, 100, 0.702244769, HII, 0.99269625, 0.75, 0.350751919, 0.61672332, , 79.4157, 0.906424, 14.16351901, 39.66305463, 13.0632, 100, 140, 31.42857143, 30595.6, Protection Forest (WDPA ID: 8933)
622, Bukit Tangkiling, Protected Areas, 50.9624, ppy, 46.66666667, 0.803281546, HII, 0.978600099, 1, 0.358084123, 0.891009536, , 78.4568, 1.993, 13.65784078, 25.6950046, 34.0071, 100, 115, 28.69565217, 37469, Nature Reserve (WDPA ID: 1915)
705, Pulau Samosir, Protected Areas, 543.704, ss, 100, 0.780569827, HII, 0.47661, 0.75, 0.294510758, 0.557051416, , 38.1288, 1.2406, 18.37715441, 92.22663313, 13.3969, 100, 118, 33.89830508, 21123.7, Other Area (WDPA ID: 98104)
656, Sei Prapat Simandulang, Protected Areas, 56.4709, ha, 95.71428571, 0.831566521, HII, 0.2705225, 0.75, 0.602564679, 0.747622692, , 21.6418, 1.14853, 24.01785091, 103.8214107, 13.3996, 100, 430, 46.51162791, 27984.9, Nature Reserve (WDPA ID: 8922)
663, Bentayan, Protected Areas, 72.5188, ha, 100, 0.765225562, HII, 0.696575, 0.75, 0.334224515, 0.714275604, , 55.726, 4.38692, 18.35084793, 7.921851698, 26.2263, 100, 111, 35.13513514, 29140.5, Wildlife Reserve (WDPA ID: 8978)
430, Muara Kayan, Protected Areas, 920.973, hmf, 94.6728972, 0.668037023, HII, 0.349392931, 0.75, 0.62368236, 0.532711225, , 29.2019, 0.500083, 12.86851626, 2.909155983, 30.5194, 100, 388, 52.06185567, 34616, Nature Reserve (WDPA ID: 8696)
463, Hutan Lunang, Protected Areas, 294.536, ha, 100, 0.708828313, HII, 0.77966, 0.75, 0.798554444, 0.594827074, , 62.3728, 6.12087, 14.55499945, 11.89110067, 5.59548, 100, 433, 47.34411085, 65535, Nature Reserve (WDPA ID: 17930)
476, Dolok Toinggi Raja, Protected Areas, 367.544, ha, 96.94835681, 0.791048282, HII, 0.7309625, 0.75, 0.262697626, 0.582270296, , 58.477, 5.56583, 20.38552912, 112.6239806, 13.389, 100, 135, 31.11111111, 14219.9, Other Area (WDPA ID: 98103)
900, Kuala Tapas, Protected Areas, 621.974, ss, 94.91059147, 0.769315661, HII, 0.9010625, 0.75, 0.650251601, 0.552255427, , 72.085, 2.41945, 17.56649821, 30.29104016, 13.3946, 100, 422, 46.91943128, 38258.2, Nature Reserve (WDPA ID: 8923)
643, Gunung Lumut, Protected Areas, 505.538, hmm, 100, 0.520731947, Population, 0.99972977, 0.75, 0.587786092, 0.561381884, , 79.9807, 1.72805, 3.203296247, 1.614267356, 31.4341, 100, 379, 51.71503958, 29096.6, Nature Reserve (WDPA ID: 8658)
460, Dolok Sipirok, Protected Areas, 68.7913, ha, 100, 0.738433449, HII, 0.980085, 1, 0.299410138, 0.726973927, , 78.4068, 1.2406, 16.44415753, 71.001244, 13.5524, 100, 129, 31.00775194, 22379.3, Nature Reserve (WDPA ID: 10312)
436, Seberida, Protected Areas, 2187.5, ss, 100, 0.59176845, HII, 0.85169125, 0.75, 0.338873472, 0.493700099, , 68.1353, 7.63625, 8.460737661, 8.378081443, 51.2729, 100, 126, 34.12698413, 28530.7, Nature Reserve (WDPA ID: 8949)
930, Gunung Niut Penrisen, Protected Areas, 1655.61, hma, 100, 0.633670014, HII, 0.946575401, 0.75, 0.34395072, 0.504445858, , 75.8338, 1.199, 11.17166526, 11.66951529, 24.6526, 100, 113, 40.7079646, 27109.3, Nature Reserve (WDPA ID: 62495)
869, Halimun NP, Protected Areas, 293.882, hm, 100, 0.65714426, Population, 0.96148375, 0.75, 0.565312621, 0.593263332, , 76.9187, 1.2406, 12.6191499, 90.91364729, 31.114, 100, 368, 51.35869565, 26513.7, National Park (WDPA ID: 1496)
645, Betung Kerihun NP, Protected Areas, 7871.49, ppy, 71.616007, 0.203164987, HII, 0.994016293, 1, 0.369120116, 0.462037938, , 79.5685, 0.834433, 0.972063977, 0.438520317, 24.8313, 100, 159, 32.0754717, 31015.9, National Park (WDPA ID: 8673)
447, Gunung Betung, Protected Areas, 59.3679, ss, 100, 0.777362147, HII, 0.7328925, 0.75, 0.591227769, 0.74197662, , 58.6314, 0.939311, 18.14255925, 4.542605903, 4.68014, 100, 407, 50.85995086, 26255.9, Protection Forest (WDPA ID: 8998)
2, Kerinci-Seblat, Landscapes, 13749.1, ha, 100, 0.50049213, HII, 0.97091125, 1, 0.634423822, 0.437878808, , 77.6729, 0.83126, 5.94320519, 6.545847084, 13.9192, 100, 449, 47.21603563, 31019.9,  Important Ape Landscape (Arcus)
3, North-west Kalimantan/ Malaysia border, Landscapes, 12254.6, hma, 95.60454992, 0.273955511, HII, 0.96671061, 0.846949, 0.378661074, 0.441893569, , 77.404, 0.768884, 1.94598818, 1.397551805, 22.1716, 90.8299, 159, 32.0754717, 32891.7,  Important Ape Landscape (Arcus)
444, Bukit Dingin/Gunung Dempo, Protected Areas, 534.567, ss, 100, 0.746679991, HII, 0.85018625, 0.75, 0.629477783, 0.557847299, , 68.0149, 1.12886, 16.03726977, 38.18772033, 26.3141, 100, 442, 48.19004525, 30428.6, Protection Forest (WDPA ID: 8984)
652, Rantau Pala Gajah, Protected Areas, 27.8673, hlv, 100, 0.772944814, HII, 0.40071125, 0.75, 0.708996041, 0.870528152, , 32.0569, 2.82081, 17.94523514, 12.59032993, 15.0819, 100, 425, 47.29411765, 49125.2, Nature Reserve (WDPA ID: 8904)
397, Sungai Kayan Sungai Mentarang NP, Protected Areas, 12674.9, hmf, 100, 0.375610036, HII, 0.939760241, 0.75, 0.366115322, 0.439899679, , 75.2966, 0.665068, 3.386488549, 0.340306118, 27.1822, 100, 149, 38.25503356, 27831.7, National Park (WDPA ID: 1899)
425, Apo Kayan NR/BR, Protected Areas, 955.268, hmf, 100, 0.492438569, HII, 0.885723254, 0.75, 0.351733601, 0.528162061, , 71.0775, 0.67, 5.947667086, 0.24280674, 31.4714, 100, 117, 35.8974359, 31209.5, Other Area (WDPA ID: 8665)
613, Leuwang Sancang and Perairan, Protected Areas, 111.339, hm, 55.03875969, 0.695268449, Deforestation, 0.88306375, 1, 0.504581767, 0.740173121, , 70.6451, 1.90879, 17.46630482, 94.15902859, 21.743, 100, 371, 52.02156334, 13702.4, Nature Reserve (WDPA ID: 1273)
385, Sebangau NP, Protected Areas, 6068.13, ppy, 89.36109931, 0.348327711, HII, 0.97480464, 0.7500355, 0.652016988, 0.463165396, , 78.1831, 2.95909, 2.203642157, 2.285352698, 34.0178, 100, 375, 50.66666667, 42994.3, National Park (WDPA ID: 317262)
462, Hutan Kapur Sangkulirang, Protected Areas, 2166.67, hmf, 99.92047714, 0.543208049, HII, 0.92443198, 0.75, 0.562480729, 0.494100997, , 74.0998, 1.9206, 7.48459272, 1.541429109, 31.694, 100, 393, 52.16284987, 21789.1, Nature Reserve (WDPA ID: 17840)
894, Bukit Batikap III and III, Protected Areas, 8507.04, hal, 63.82763504, 0.493158505, Population, 0.971946702, 0.7502275, 0.34757086, 0.463155862, , 77.9881, 0.843802, 0.592285719, 0.406704899, 33.9034, 100, 118, 34.74576271, 31000.2, Nature Reserve (WDPA ID: 8680)
892, Gunung Tunggal, Protected Areas, 643.392, hma, 4.429530201, 0.793846333, HII, 0.870422715, 0.75, 0.282207829, 0.858538571, , 69.8952, 1.9702, 21.89285724, 212.0492452, 24.943, 100, 103, 34.95145631, 20199.2, Protection Forest (WDPA ID: 8676)
624, Isau-isau Pasemah, Protected Areas, 150.417, ss, 100, 0.754077665, HII, 0.8689325, 0.75, 0.347799012, 0.645823913, , 69.5146, 2.55623, 16.52265862, 32.53435828, 26.251, 100, 139, 34.5323741, 28126.6, Wildlife Reserve (WDPA ID: 1925)
4, Central Kalimantan, Landscapes, 32837.4, hal, 87.03975279, 0.605028032, Population, 0.800659695, 0.313924, 0.658733868, 0.421159584, , 65.7039, 3.1239, 5.425722999, 4.017414725, 33.9241, 37.7049, 429, 47.08624709, 38797.1,  Important Ape Landscape (Arcus)
477, Semidang Bukit Kabu, Protected Areas, 160.73, ss, 100, 0.763797723, HII, 0.901675, 0.75, 0.581424071, 0.638397796, , 72.134, 1.09422, 17.18151213, 23.04030648, 33.6501, 100, 442, 48.19004525, 20981, Game Reserve (WDPA ID: 101483)
872, Gunung Raya, Protected Areas, 409.537, ha, 100, 0.690766683, HII, 0.68921, 0.75, 0.369655531, 0.57397969, , 55.1368, 1.08223, 13.50440774, 26.88046418, 23.2218, 100, 130, 34.61538462, 33680, Wildlife Reserve (WDPA ID: 1926)
383, Bukit Sepat Haung, Protected Areas, 2355.38, hmf, 21.28514056, 0.48370752, HII, 0.906269374, 0.75, 0.330828661, 0.561576227, , 72.6817, 0.67, 5.712943625, 0.1854316, 33.6754, 100, 118, 34.74576271, 27708.6, Nature Reserve (WDPA ID: 317258)
891, Muara Kendawangan, Protected Areas, 1384.83, ppy, 7.639751553, 0.724556413, HII, 0.768608716, 0.75, 0.668064685, 0.678490624, , 63.3138, 1.37518, 10.2665254, 2.306975672, 25.018, 100, 423, 46.80851064, 41687.4, Nature Reserve (WDPA ID: 8669)
645, Betung Kerihun NP, Protected Areas, 7871.49, hma, 93.1554778, 0.16376313, Population, 0.991201907, 1, 0.369120116, 0.454424467, , 79.3139, 0.80028, 0.795535516, 0.377983445, 25.0481, 100, 159, 32.0754717, 31015.9, National Park (WDPA ID: 8673)
391, Bukit Barisan Selatan NP, Protected Areas, 3386.3, ha, 99.11504425, 0.664028095, HII, 0.9249375, 1, 0.626483925, 0.478296796, , 73.995, 0.862452, 12.07795986, 13.75468697, 13.9908, 100, 446, 47.75784753, 29540.7, National Park (WDPA ID: 1252)
443, Bukit Balal, Protected Areas, 252.027, ha, 100, 0.743482618, HII, 0.9556175, 0.75, 0.377712216, 0.604646686, , 76.4494, 1.2406, 16.78852752, 24.29705704, 27.7344, 100, 130, 33.84615385, 35768.1, Protection Forest (WDPA ID: 8981)
705, Pulau Samosir, Protected Areas, 543.704, ha, 29.74683544, 0.776394394, HII, 0.49262, 0.75, 0.294510758, 0.639723215, , 39.4096, 1.2406, 19.20598378, 138.1425634, 13.3978, 100, 118, 33.89830508, 21123.7, Other Area (WDPA ID: 98104)
32, Central Java, Landscapes, 28.9905, hm, 100, 0.640343228, HII, 0.986155, 0.75, 0.492646261, 0.847639852, , 78.8924, 1.2406, 23.00435274, 137.8577104, 21.7317, 100, 362, 51.93370166, 12724.1,  Important Ape Landscape (Arcus)
680, Sungai Kayan NP, Protected Areas, 11889.2, hmf, 100, 0.340288067, HII, 0.937255054, 0.75, 0.379573779, 0.44147048, , 75.101, 0.703567, 2.817095274, 0.324789874, 28.6943, 100, 149, 38.25503356, 30477.7, National Park (WDPA ID: 17837)
642, Gunung Beratus, Protected Areas, 1240.43, hmm, 100, 0.501096846, Population, 0.918011184, 0.75, 0.292085576, 0.516408782, , 74.1443, 1.38411, 1.140991781, 0.719234035, 32.061, 100, 121, 32.23140496, 21302.4, Nature Reserve (WDPA ID: 8653)
907, Bukit Nantiogan Hulu/Nanti Komerung Hulu, Protected Areas, 725.521, ha, 100, 0.68780498, HII, 0.9619075, 0.75, 0.350160091, 0.541843868, , 76.9526, 1.395, 13.33903748, 32.74349012, 26.2164, 100, 139, 34.5323741, 28590.8, Protection Forest (WDPA ID: 8983)
384, Danau Sentarum NP, Protected Areas, 1406.98, hma, 100, 0.505861747, HII, 0.790230677, 0.75, 0.449904583, 0.51118546, , 63.6416, 1.2406, 6.352584088, 4.243122444, 23.7014, 100, 159, 31.44654088, 47310.7, National Park (WDPA ID: 317259)
925, Lanjak-Entimau (Extensions), Protected Areas, 184.933, hma, 100, 0.439270785, HII, 0.999792262, 0.75, 0.370834766, 0.629108346, , 79.9838, 0.0579, 4.654354069, 6.905766807, 13.0519, 100, 158, 32.27848101, 31365.6, Wildlife Sanctuary (WDPA ID: 18250)
701, Sungai Serudong, Protected Areas, 84.9204, hmf, 100, 0.654542094, HII, 0.89748585, 1, 0.710575874, 0.704471832, , 71.9959, 6.38844, 12.15103701, 12.42177642, 2.58521, 100, 424, 49.76415094, 47962.7, Protection Forest Reserve (WDPA ID: 62581)
420, Pegunungan Pembarisan, Protected Areas, 124.721, hm, 100, 0.531266846, Deforestation, 0.9603925, 0.75, 0.311691522, 0.662669938, , 76.8314, 1.45854, 13.58109032, 73.0014109, 11.4261, 100, 46, 43.47826087, 28708.9, Nature Reserve (WDPA ID: 8615)
649, Gunung Berau, Protected Areas, 1601.75, hmf, 100, 0.543898882, HII, 0.980706474, 0.75, 0.576773099, 0.505899669, , 78.4936, 2.03575, 7.507696722, 1.73494124, 31.6878, 100, 388, 52.31958763, 25224.5, Nature Reserve (WDPA ID: 8698)
423, Kaya Kuku NR (Kalimantan), Protected Areas, 70.2535, hmm, 100, 0.813628883, HII, 0.389798901, 0.75, 0.548398598, 0.719675084, , 36.419, 0, 23.08740418, 49.18801279, 31.6286, 100, 370, 52.16216216, 22370.5, Nature Reserve (WDPA ID: 8656)
448, Rebang, Protected Areas, 123.915, ss, 100, 0.802975078, HII, 0.51026625, 0.75, 0.261636597, 0.663314204, , 40.8213, 5.24644, 20.09793743, 29.25241156, 10.4952, 100, 114, 31.57894737, 16763, Nature Reserve (WDPA ID: 9002)
933, Danau Semayang Sungay Mahakam, Protected Areas, 1236.9, hmm, 67.31707317, 0.612734462, HII, 0.363680429, 0.75, 0.354729459, 0.535010942, , 34.5536, 1.26475, 9.980193662, 3.283324724, 20.815, 100, 113, 33.62831858, 33868.1, Other Area (WDPA ID: 98111)
441, Bukit Besar, Protected Areas, 1338.49, ha, 100, 0.571708599, HII, 0.943015, 0.75, 0.350428621, 0.513172872, , 75.4412, 3.01517, 8.147617571, 5.645857118, 21.0632, 100, 126, 34.12698413, 30802.5, Game Reserve (WDPA ID: 8971)
909, Tanggamus, Protected Areas, 54.2944, ss, 100, 0.783146886, HII, 0.918115, 0.75, 0.663131946, 0.751598341, , 73.4492, 1.2406, 18.56770985, 29.66337823, 11.6498, 100, 436, 48.16513761, 37935.3, Protection Forest (WDPA ID: 9001)
659, Peranap, Protected Areas, 965.086, ss, 100, 0.556608882, HII, 0.78496625, 0.75, 0.329999054, 0.528078266, , 62.7973, 2.55614, 7.278296933, 6.853730601, 52.5609, 100, 124, 33.06451613, 27773.5, Hunting Park (WDPA ID: 8952)
381, The Leuser Ecosystem, Protected Areas, 26272.5, ss, 99.74836601, 0.581354708, HII, 0.95282375, 0.8361355, 0.623619604, 0.422983974, , 76.2259, 1.43872, 8.093917291, 8.621327548, 14.4367, 100, 445, 47.41573034, 29347.4, Conservation Area (WDPA ID: 317139)
636, Gunung Burangrang, Protected Areas, 47.6985, hm, 100, 0.608869031, Population, 0.80562375, 1, 0.349059851, 0.76951667, , 64.4499, 1.2406, 16.79713112, 406.7087198, 21.7412, 100, 53, 49.05660377, 31380.5, Nature Reserve (WDPA ID: 8550)
658, Bukit Sebelah and Batang Pangean, Protected Areas, 462.496, ss, 100, 0.709449073, HII, 0.98627625, 0.75, 0.356339458, 0.565657475, , 78.9021, 7.43858, 13.79108388, 16.81229996, 5.83077, 100, 137, 33.57664234, 30723.3, Protection Forest (WDPA ID: 8938)
382, Bukit Duabelas NP, Protected Areas, 620.928, ha, 100, 0.571619986, HII, 0.88832, 0.75, 0.332003034, 0.549609031, , 71.0656, 1.30494, 8.144479697, 5.866872757, 19.5318, 100, 117, 35.04273504, 27890.5, National Park (WDPA ID: 317205)
909, Tanggamus, Protected Areas, 54.2944, ha, 100, 0.768104005, HII, 0.918115, 0.75, 0.663131946, 0.751598341, , 73.4492, 1.2406, 18.56770985, 29.66337823, 11.6498, 100, 436, 48.16513761, 37935.3, Protection Forest (WDPA ID: 9001)
665, Bukit Raja Mandara, Protected Areas, 178.68, ha, 100, 0.710475686, HII, 0.9067275, 0.75, 0.3874668, 0.631007306, , 72.5382, 1.2406, 14.6545288, 25.64096795, 31.7713, 100, 130, 33.84615385, 37685.9, Protection Forest (WDPA ID: 8993)
625, Ujung Kulon NP, Protected Areas, 1268.56, hm, 35.70948218, 0.261258104, Deforestation, 0.95958, 1, 0.554621469, 0.566959748, , 76.7664, 0.717258, 5.737705122, 0.561021915, 3.68968, 100, 362, 52.20994475, 24727.7, National Park (WDPA ID: 2349)
653, Singkil Barat, Protected Areas, 1497.77, ss, 91.79575445, 0.552782708, HII, 0.90978375, 0.75, 0.70950707, 0.512098175, , 72.7827, 2.7889, 7.158888536, 8.401843115, 11.5469, 100, 441, 47.39229025, 46831.2, Nature Reserve (WDPA ID: 8905)
429, Muara Sebuku, Protected Areas, 572.289, ppy, 5.572289157, 0.76465608, HII, 0.733621709, 0.7526355, 0.772742146, 0.837673065, , 60.7908, 6.45189, 11.88249552, 6.762471166, 31.6, 100, 424, 49.76415094, 60184.9, Nature Reserve (WDPA ID: 8695)
439, Air Sawan, Protected Areas, 884.414, ss, 100, 0.441262164, HII, 0.91891875, 0.75, 0.337501522, 0.53177396, , 73.5135, 16.6787, 4.342136737, 3.811970985, 53.5327, 100, 125, 31.2, 30324.8, Game Reserve (WDPA ID: 8962)
448, Rebang, Protected Areas, 123.915, ha, 100, 0.787551332, HII, 0.51026625, 0.75, 0.261636597, 0.663314204, , 40.8213, 5.24644, 20.09793743, 29.25241156, 10.4952, 100, 114, 31.57894737, 16763, Nature Reserve (WDPA ID: 9002)
890, Pantai Samarinda, Protected Areas, 328.214, hmm, 36.1038961, 0.823927386, HII, 0.426246309, 0.75, 0.540143423, 0.666632335, , 39.0221, 0, 24.07725522, 18.16549321, 31.6249, 100, 362, 53.31491713, 21157.1, Nature Reserve (WDPA ID: 8661)
889, Sesulu, Protected Areas, 124.718, hmm, 100, 0.787008223, HII, 0.820889505, 0.75, 0.539488346, 0.662031871, , 67.2078, 1.00268, 20.70601006, 26.6204023, 31.6348, 100, 370, 52.16216216, 20618.7, Nature Reserve (WDPA ID: 8655)
681, Way Kambas NP, Protected Areas, 1242.08, ss, 91.72413793, 0.534857901, HII, 0.55803, 1, 0.583093076, 0.520117635, , 44.6424, 0.991126, 6.622018525, 0.59270374, 1.19724, 100, 446, 46.86098655, 21597.6, National Park (WDPA ID: 17923)
871, Dolok Surungan, Protected Areas, 330.361, ss, 100, 0.759686557, HII, 0.9475125, 0.75, 0.340725011, 0.5866098, , 75.801, 1.99885, 16.89987507, 23.23706346, 13.386, 100, 133, 32.33082707, 29052.4, Wildlife Reserve (WDPA ID: 1923)
922, Gunung Salawah Agam, Protected Areas, 52.6291, ss, 100, 0.638946814, HII, 0.902555, 0.75, 0.545104328, 0.764699926, , 72.2044, 1.2406, 10.31696571, 36.57681789, 14.9115, 100, 396, 45.45454545, 22332.2, Nature Reserve (WDPA ID: 17924)
383, Bukit Sepat Haung, Protected Areas, 2355.38, hal, 6.170135086, 0.477264848, Population, 0.999404605, 0.75, 0.330828661, 0.648855859, , 79.9573, 0.67, 0.583167989, 0.148153621, 33.98, 100, 118, 34.74576271, 27708.6, Nature Reserve (WDPA ID: 317258)
664, Gunung Patah/Bepagut/Muara Duakisim, Protected Areas, 587.032, ha, 100, 0.634214807, HII, 0.98954875, 0.75, 0.367417028, 0.552255427, , 79.1639, 0.780812, 10.65225553, 21.46104718, 26.8779, 100, 139, 34.5323741, 31983.6, Protection Forest (WDPA ID: 8982)
893, Bukit Batutenobang, Protected Areas, 4683.11, ppy, 5.179063361, 0.296388963, HII, 0.975442532, 0.754132, 0.355900603, 0.608121769, , 78.2291, 0.67, 1.69307222, 1.364220616, 24.9482, 100, 126, 34.92063492, 31358.2, Protection Forest (WDPA ID: 8678)
477, Semidang Bukit Kabu, Protected Areas, 160.73, ha, 100, 0.749126506, HII, 0.901675, 0.75, 0.581424071, 0.638397796, , 72.134, 1.09422, 17.18151213, 23.04030648, 33.6501, 100, 442, 48.19004525, 20981, Game Reserve (WDPA ID: 101483)
460, Dolok Sipirok, Protected Areas, 68.7913, pa, 26.58227848, 0.871531572, Population, 1, 1, 0.299410138, 0.956304196, , 80, 1.2406, 14.62463929, 71.68252394, 13.5186, 100, 129, 31.00775194, 22379.3, Nature Reserve (WDPA ID: 10312)
698, Bukit Baka - Bukit Raya NP, Protected Areas, 1918.61, hal, 100, 0.507506699, Population, 0.951474584, 1, 0.366704303, 0.498745566, , 76.5199, 0.792583, 1.925997832, 1.686995877, 32.1891, 100, 116, 35.34482759, 34660.6, National Park (WDPA ID: 62496)
429, Muara Sebuku, Protected Areas, 572.289, hmf, 95.78313253, 0.670242306, HII, 0.577504558, 0.7526355, 0.772742146, 0.556702442, , 47.0124, 1.45493, 12.98942937, 7.663412632, 30.4773, 100, 424, 49.76415094, 60184.9, Nature Reserve (WDPA ID: 8695)
703, Terusan Dalam, Protected Areas, 568.888, ha, 95.65217391, 0.498623522, HII, 0.70971375, 0.77024, 0.693603686, 0.556529031, , 56.7771, 0.822547, 5.893154299, 1.126111321, 26.138, 100, 387, 50.64599483, 49436.4, Game Reserve (WDPA ID: 62645)
884, Cikencreng, Protected Areas, 28.794, hm, 100, 0.689833024, HII, 0.854845, 0.75, 0.496940942, 0.858538571, , 68.3876, 0.827067, 26.14188462, 163.9187369, 21.7436, 100, 367, 52.31607629, 12589.7, Game Reserve (WDPA ID: 8558)
1, The Leuser Ecosystem, Landscapes, 26272.5, ha, 0.065359477, 0.698325567, HII, 0.60609625, 0.8361355, 0.623619604, 0.968621787, , 48.4877, 0.71445, 13.93516414, 67.46994831, 15.0735, 100, 445, 47.41573034, 29347.4,  Important Ape Landscape (Arcus)
868, Gunung Leuser NP, Protected Areas, 8916.71, ss, 99.5954147, 0.600055664, HII, 0.98895375, 1, 0.620074933, 0.449098355, , 79.1163, 1.55342, 8.763195819, 10.10069065, 14.5864, 100, 445, 47.41573034, 28650.5, National Park (WDPA ID: 1251)
1, The Leuser Ecosystem, Landscapes, 26272.5, pa, 25.14052288, 0.681330047, HII, 0.978641811, 0.8361355, 0.623619604, 0.45732768, , 79.1667, 1.82726, 7.777240533, 8.810519379, 14.2834, 100, 445, 47.41573034, 29347.4,  Important Ape Landscape (Arcus)
